Club Name,Course Name,City,State,Order,Full Name,Course ID
White Beeches Golf & Country Club,White Beeches Golf & Country Club,Haworth,NJ,9817,"White Beeches Golf & Country Club, Haworth, NJ",6640
White Oaks Country Club,White Oaks Country Club,Newfield,NJ,9818,"White Oaks Country Club, Newfield, NJ",1338
Wild Oaks Golf Club,Wild Oaks Golf Club - Pin Oaks-White Cedar,Salem,NJ,9819,"Wild Oaks Golf Club - Pin Oaks-White Cedar, Salem, NJ",1311
Wild Oaks Golf Club,Wild Oaks Golf Club - White Cedar-Willow Oaks,Salem,NJ,9820,"Wild Oaks Golf Club - White Cedar-Willow Oaks, Salem, NJ",1310
Wild Oaks Golf Club,Wild Oaks Golf Club - Willow Oaks-Pin Oaks,Salem,NJ,9821,"Wild Oaks Golf Club - Willow Oaks-Pin Oaks, Salem, NJ",1309
Wild Turkey Golf Club,Wild Turkey Golf Club,Hamburg,NJ,9822,"Wild Turkey Golf Club, Hamburg, NJ",6904
Woodbury Country Club,Woodbury Country Club,Woodbury,NJ,9823,"Woodbury Country Club, Woodbury, NJ",3195
Woodcrest Country Club,Woodcrest Country Club,Cherry Hill,NJ,9824,"Woodcrest Country Club, Cherry Hill, NJ",3149
Woodlake Country Club,Woodlake Country Club,Lakewood,NJ,9825,"Woodlake Country Club, Lakewood, NJ",6660
17' Women's State Team,17' Women's State Team,Las Campanas,NM,9826,"17' Women's State Team, Las Campanas, NM",26414
ALBUQUERQUE CC,ALBUQUERQUE CC,ALBUQUERQUE,NM,9827,"ALBUQUERQUE CC, ALBUQUERQUE, NM",4793
Alto Lakes CC,Alto Lakes CC,Alto,NM,9828,"Alto Lakes CC, Alto, NM",18011
Alto Lakes CC,Alto Lakes CC - Outlaw,Alto,NM,9829,"Alto Lakes CC - Outlaw, Alto, NM",18013
Angel Fire Golf Resort,Angel Fire Golf Resort,ANGEL FIRE,NM,9830,"Angel Fire Golf Resort, ANGEL FIRE, NM",4779
Anthony CC,Anthony CC,Anthony,NM,9831,"Anthony CC, Anthony, NM",18018
APACHE MESA GC,APACHE MESA GC,HOLLOMAN AFB,NM,9832,"APACHE MESA GC, HOLLOMAN AFB, NM",4778
Arroyo del Oso,Arroyo del Oso,Albuquerque,NM,9833,"Arroyo del Oso, Albuquerque, NM",4720
Arroyo del Oso,Arroyo del Oso - Arroyo del Oso- Dam Nine,Albuquerque,NM,9834,"Arroyo del Oso - Arroyo del Oso- Dam Nine, Albuquerque, NM",4721
Artesia Country Club,Artesia Country Club,Artesia,NM,9835,"Artesia Country Club, Artesia, NM",4718
BLACK MESA GC,BLACK MESA GC,LA MESILLA,NM,9836,"BLACK MESA GC, LA MESILLA, NM",4777
Canyon Club,Canyon Club,Albuquerque,NM,9837,"Canyon Club, Albuquerque, NM",4729
CHAMPIONSHIP GC,CHAMPIONSHIP GC,ALBUQUERQUE,NM,9838,"CHAMPIONSHIP GC, ALBUQUERQUE, NM",4776
Clayton GC,Clayton GC,Clayton,NM,9839,"Clayton GC, Clayton, NM",21190
CLOVIS MUNI GC,CLOVIS MUNI GC,CLOVIS,NM,9840,"CLOVIS MUNI GC, CLOVIS, NM",4774
Club Rio Rancho,Club Rio Rancho,Rio Rancho,NM,9841,"Club Rio Rancho, Rio Rancho, NM",4738
Cochiti Golf Club,Cochiti Golf Club,COCHITI LAKE,NM,9842,"Cochiti Golf Club, COCHITI LAKE, NM",4800
Colonial Park GC,Colonial Park GC,CLOVIS,NM,9843,"Colonial Park GC, CLOVIS, NM",4768
COYOTE DEL MALPAIS GC,COYOTE DEL MALPAIS GC,GRANTS,NM,9844,"COYOTE DEL MALPAIS GC, GRANTS, NM",4772
Cree Meadows CC,Cree Meadows CC,Ruidoso,NM,9845,"Cree Meadows CC, Ruidoso, NM",18033
DESERT LAKES GC,DESERT LAKES GC,ALAMOGORDO,NM,9846,"DESERT LAKES GC, ALAMOGORDO, NM",4770
DOS LAGOS GC,DOS LAGOS GC,ANTHONY,NM,9847,"DOS LAGOS GC, ANTHONY, NM",4769
EUNICE GC,EUNICE GC,EUNICE,NM,9848,"EUNICE GC, EUNICE, NM",4792
Fox Run Golf Course,Fox Run Golf Course,Gallup,NM,9849,"Fox Run Golf Course, Gallup, NM",4732
Gene Torres Golf Course,Gene Torres Golf Course,LAS VEGAS,NM,9850,"Gene Torres Golf Course, LAS VEGAS, NM",4749
HIDDEN VALLEY GC,HIDDEN VALLEY GC,AZTEC,NM,9851,"HIDDEN VALLEY GC, AZTEC, NM",26300
Hobbs Country Club,Hobbs Country Club,Hobbs,NM,9852,"Hobbs Country Club, Hobbs, NM",4730
INN OF THE MOUNTAIN GODS GC,INN OF THE MOUNTAIN GODS GC,MESCALERO,NM,9853,"INN OF THE MOUNTAIN GODS GC, MESCALERO, NM",4796
ISLETA EAGLE GC,ISLETA EAGLE GC - ARROYO/LAKES,ALBUQUERQUE,NM,9854,"ISLETA EAGLE GC - ARROYO/LAKES, ALBUQUERQUE, NM",4784
ISLETA EAGLE GC,ISLETA EAGLE GC - MESA/ARROYO,ALBUQUERQUE,NM,9855,"ISLETA EAGLE GC - MESA/ARROYO, ALBUQUERQUE, NM",4782
ISLETA EAGLE GC,ISLETA EAGLE GC - MESA/LAKES,ALBUQUERQUE,NM,9856,"ISLETA EAGLE GC - MESA/LAKES, ALBUQUERQUE, NM",4783
Kokopelli CC,Kokopelli CC,Alto,NM,9857,"Kokopelli CC, Alto, NM",28789
Ladera Golf Course,Ladera Golf Course,Albuquerque,NM,9858,"Ladera Golf Course, Albuquerque, NM",4712
Lake Carlsbad GC,Lake Carlsbad GC,Carlsbad,NM,9859,"Lake Carlsbad GC, Carlsbad, NM",4727
LAS CAMPANAS CC,LAS CAMPANAS CC - SUNRISE,SANTA FE,NM,9860,"LAS CAMPANAS CC - SUNRISE, SANTA FE, NM",4789
LAS CAMPANAS CC,LAS CAMPANAS CC - SUNSET,SANTA FE,NM,9861,"LAS CAMPANAS CC - SUNSET, SANTA FE, NM",4788
LAS CAMPANAS CC,LAS CAMPANAS CC - The Loop,SANTA FE,NM,9862,"LAS CAMPANAS CC - The Loop, SANTA FE, NM",17860
Links at Sierra Blanca,Links at Sierra Blanca,Ruidoso,NM,9863,"Links at Sierra Blanca, Ruidoso, NM",18030
"LODGE, THE GC","LODGE, THE GC",CLOUDCROFT,NM,9864,"LODGE, THE GC, CLOUDCROFT, NM",4787
LOS ALAMOS GC,LOS ALAMOS GC,LOS ALAMOS,NM,9865,"LOS ALAMOS GC, LOS ALAMOS, NM",4791
Los Altos Golf Course,Los Altos Golf Course,Albuquerque,NM,9866,"Los Altos Golf Course, Albuquerque, NM",4709
Lovington Country Club,Lovington Country Club,Lovington,NM,9867,"Lovington Country Club, Lovington, NM",4719
MARTY SANCHEZ DE SANTA FE,MARTY SANCHEZ DE SANTA FE,SANTA FE,NM,9868,"MARTY SANCHEZ DE SANTA FE, SANTA FE, NM",4754
MESILLA VALLEY GA,MESILLA VALLEY GA,LAS CRUCES,NM,9869,"MESILLA VALLEY GA, LAS CRUCES, NM",18034
New Mexico Tech Golf Course,New Mexico Tech Golf Course,Socorro,NM,9870,"New Mexico Tech Golf Course, Socorro, NM",4733
NM MILITARY INST. GC,NM MILITARY INST. GC,ROSWELL,NM,9871,"NM MILITARY INST. GC, ROSWELL, NM",4748
NM STATE UNIV GC,NM STATE UNIV GC,LAS CRUCES,NM,9872,"NM STATE UNIV GC, LAS CRUCES, NM",4747
PAA-KO RIDGE GC,PAA-KO RIDGE GC - 1 & 2,SANDIA PARK,NM,9873,"PAA-KO RIDGE GC - 1 & 2, SANDIA PARK, NM",4751
PAA-KO RIDGE GC,PAA-KO RIDGE GC - 1 & 3,SANDIA PARK,NM,9874,"PAA-KO RIDGE GC - 1 & 3, SANDIA PARK, NM",4753
PAA-KO RIDGE GC,PAA-KO RIDGE GC - 2 & 3,SANDIA PARK,NM,9875,"PAA-KO RIDGE GC - 2 & 3, SANDIA PARK, NM",4752
Paradise Hills,Paradise Hills,ALBUQUERQUE,NM,9876,"Paradise Hills, ALBUQUERQUE, NM",4771
PENDARIES,PENDARIES,ROCIADA,NM,9877,"PENDARIES, ROCIADA, NM",4755
PICACHO HILLS CC,PICACHO HILLS CC,LAS CRUCES,NM,9878,"PICACHO HILLS CC, LAS CRUCES, NM",4745
PINON HILLS GC,PINON HILLS GC,FARMINGTON,NM,9879,"PINON HILLS GC, FARMINGTON, NM",4780
PORTALES CC,PORTALES CC,PORTALES,NM,9880,"PORTALES CC, PORTALES, NM",4743
Puerto Del Sol Golf Course,Puerto Del Sol Golf Course,Albuquerque,NM,9881,"Puerto Del Sol Golf Course, Albuquerque, NM",4710
Quail Run Golf Club,Quail Run Golf Club,Santa Fe,NM,9882,"Quail Run Golf Club, Santa Fe, NM",4708
Rainmakers,Rainmakers,Alto,NM,9883,"Rainmakers, Alto, NM",4739
RATON CC,RATON CC,RATON,NM,9884,"RATON CC, RATON, NM",4742
Red Hawk Golf Club,Red Hawk Golf Club,Las Cruces,NM,9885,"Red Hawk Golf Club, Las Cruces, NM",14743
Rio Mimbres CC,Rio Mimbres CC,Deming,NM,9886,"Rio Mimbres CC, Deming, NM",4714
Riverside Country Club,Riverside Country Club,Carlsbad,NM,9887,"Riverside Country Club, Carlsbad, NM",4728
RIVERVIEW GC,RIVERVIEW GC,KIRTLAND,NM,9888,"RIVERVIEW GC, KIRTLAND, NM",4741
Rockwind Community Links GC,Rockwind Community Links GC,Hobbs,NM,9889,"Rockwind Community Links GC, Hobbs, NM",4731
ROSWELL CC,ROSWELL CC,ROSWELL,NM,9890,"ROSWELL CC, ROSWELL, NM",4744
SAN JUAN CC,SAN JUAN CC,FARMINGTON,NM,9891,"SAN JUAN CC, FARMINGTON, NM",4740
SANDIA GC,SANDIA GC,ALBUQUERQUE,NM,9892,"SANDIA GC, ALBUQUERQUE, NM",4746
SANTA ANA GC,SANTA ANA GC - CHEENA/STAR,BERNALILLO,NM,9893,"SANTA ANA GC - CHEENA/STAR, BERNALILLO, NM",4760
SANTA ANA GC,SANTA ANA GC - TAMAYA/CHEENA,BERNALILLO,NM,9894,"SANTA ANA GC - TAMAYA/CHEENA, BERNALILLO, NM",4761
SANTA ANA GC,SANTA ANA GC - TAMAYA/STAR,BERNALILLO,NM,9895,"SANTA ANA GC - TAMAYA/STAR, BERNALILLO, NM",4762
SANTA FE CC,SANTA FE CC,SANTA FE,NM,9896,"SANTA FE CC, SANTA FE, NM",4766
Scott Park Golf Links,Scott Park Golf Links,SILVER CITY,NM,9897,"Scott Park Golf Links, SILVER CITY, NM",4765
Sierra del Rio Golf Course,Sierra del Rio Golf Course,Elephant Butte,NM,9898,"Sierra del Rio Golf Course, Elephant Butte, NM",4798
Sonoma Ranch Golf Club,Sonoma Ranch Golf Club,Las Cruces,NM,9899,"Sonoma Ranch Golf Club, Las Cruces, NM",4711
SPRING RIVER GC,SPRING RIVER GC,ROSWELL,NM,9900,"SPRING RIVER GC, ROSWELL, NM",4764
Tanoan CC,Tanoan CC - Tanoan CC (Acoma/Sandia),Albuquerque,NM,9901,"Tanoan CC - Tanoan CC (Acoma/Sandia), Albuquerque, NM",4723
Tanoan CC,Tanoan CC - Tanoan CC (Sandia/Zia),Albuquerque,NM,9902,"Tanoan CC - Tanoan CC (Sandia/Zia), Albuquerque, NM",4725
Tanoan CC,Tanoan CC - Tanoan CC (Zia/Acoma),Albuquerque,NM,9903,"Tanoan CC - Tanoan CC (Zia/Acoma), Albuquerque, NM",4724
TAOS CC,TAOS CC,RANCHO DE TAOS,NM,9904,"TAOS CC, RANCHO DE TAOS, NM",4763
Tierra del Sol Golf Course,Tierra del Sol Golf Course,Belen,NM,9905,"Tierra del Sol Golf Course, Belen, NM",4726
Tijeras Arroyo Golf Course,Tijeras Arroyo Golf Course,Kirtland AFB,NM,9906,"Tijeras Arroyo Golf Course, Kirtland AFB, NM",4713
Towa Golf Resort,Towa Golf Resort - Towa Golf Resort - Pinon/Boulder,Santa Fe,NM,9907,"Towa Golf Resort - Towa Golf Resort - Pinon/Boulder, Santa Fe, NM",4736
Towa Golf Resort,Towa Golf Resort - Towa Golf Resort - Pinon/Valley,Santa Fe,NM,9908,"Towa Golf Resort - Towa Golf Resort - Pinon/Valley, Santa Fe, NM",4737
Towa Golf Resort,Towa Golf Resort - Towa Golf Resort - Valley/Boulder,Santa Fe,NM,9909,"Towa Golf Resort - Towa Golf Resort - Valley/Boulder, Santa Fe, NM",4735
Truth or Consequences Municipal Golf Course,Truth or Consequences Municipal Golf Course,Truth or Consequences,NM,9910,"Truth or Consequences Municipal Golf Course, Truth or Consequences, NM",4797
TUCUMCARI GC,TUCUMCARI GC,TUCUMCARI,NM,9911,"TUCUMCARI GC, TUCUMCARI, NM",4767
Twelve Shores Golf Club,Twelve Shores Golf Club,Logan,NM,9912,"Twelve Shores Golf Club, Logan, NM",4734
Twin Warriors GC,Twin Warriors GC,Santa Ana Pueblo,NM,9913,"Twin Warriors GC, Santa Ana Pueblo, NM",18029
UNM NORTH,UNM NORTH,ALBUQUERQUE,NM,9914,"UNM NORTH, ALBUQUERQUE, NM",4757
WHISPERING WINDS GC,WHISPERING WINDS GC,CANNON AFB,NM,9915,"WHISPERING WINDS GC, CANNON AFB, NM",4756
18 Mile Creek GC,18 Mile Creek GC,Hamburg,NY,9916,"18 Mile Creek GC, Hamburg, NY",9346
'18 U.S. Open,'18 U.S. Open - '18 U.S. Open - Shinnecock,Southampton,NY,9917,"'18 U.S. Open - '18 U.S. Open - Shinnecock, Southampton, NY",27098
Adams Country Club,Adams Country Club,Adams,NY,9918,"Adams Country Club, Adams, NY",3777
Airway Meadows Golf Course,Airway Meadows Golf Course,Gansevoort,NY,9919,"Airway Meadows Golf Course, Gansevoort, NY",3880
Albany Country Club,Albany Country Club,Voorheesville,NY,9920,"Albany Country Club, Voorheesville, NY",10164
Allegheny Hills,Allegheny Hills,Cuba,NY,9921,"Allegheny Hills, Cuba, NY",20916
Amsterdam Municipal GC,Amsterdam Municipal GC,Amsterdam,NY,9922,"Amsterdam Municipal GC, Amsterdam, NY",3723
Anglebrook Country Club,Anglebrook Country Club,Lincondale,NY,9923,"Anglebrook Country Club, Lincondale, NY",23669
Apawamis Club,Apawamis Club,Rye,NY,9924,"Apawamis Club, Rye, NY",6674
Apple Greens Golf Course,Apple Greens Golf Course - East,Highland,NY,9925,"Apple Greens Golf Course - East, Highland, NY",14191
Apple Greens Golf Course,Apple Greens Golf Course - East/One,Highland,NY,9926,"Apple Greens Golf Course - East/One, Highland, NY",14193
Apple Greens Golf Course,Apple Greens Golf Course - One,Highland,NY,9927,"Apple Greens Golf Course - One, Highland, NY",14189
Apple Greens Golf Course,Apple Greens Golf Course - One/Two,Highland,NY,9928,"Apple Greens Golf Course - One/Two, Highland, NY",14192
Apple Greens Golf Course,Apple Greens Golf Course - Two,Highland,NY,9929,"Apple Greens Golf Course - Two, Highland, NY",14190
Apple Greens Golf Course,Apple Greens Golf Course - Two/East,Highland,NY,9930,"Apple Greens Golf Course - Two/East, Highland, NY",14194
Ardsley Country Club,Ardsley Country Club,Ardsley-On-Hudson,NY,9931,"Ardsley Country Club, Ardsley-On-Hudson, NY",6626
Arrowhead Golf Club,Arrowhead Golf Club,Akron,NY,9932,"Arrowhead Golf Club, Akron, NY",9343
Arrowhead Golf Course (Syr),Arrowhead Golf Course (Syr) - West,East Syracuse,NY,9933,"Arrowhead Golf Course (Syr) - West, East Syracuse, NY",3849
Arrowhead Marina & Golf Club,Arrowhead Marina & Golf Club,Spencerport,NY,9934,"Arrowhead Marina & Golf Club, Spencerport, NY",3370
Atlantic Golf Club,Atlantic Golf Club,Bridgehampton,NY,9935,"Atlantic Golf Club, Bridgehampton, NY",6677
Attica Golf Club,Attica Golf Club,Attica,NY,9936,"Attica Golf Club, Attica, NY",10150
Au Sable Valley Golf Course,Au Sable Valley Golf Course,Au Sable Forks,NY,9937,"Au Sable Valley Golf Course, Au Sable Forks, NY",3898
Audubon G C,Audubon G C,Amherst,NY,9938,"Audubon G C, Amherst, NY",9321
"Ausable Club, The","Ausable Club, The",St Huberts,NY,9939,"Ausable Club, The, St Huberts, NY",3754
Baiting Hollow Club,Baiting Hollow Club,Baiting Hollow,NY,9940,"Baiting Hollow Club, Baiting Hollow, NY",6686
Ballston Spa CC,Ballston Spa CC - Ballston Spa C. C,Ballston Spa,NY,9941,"Ballston Spa CC - Ballston Spa C. C, Ballston Spa, NY",10168
Barker Brook Golf Club,Barker Brook Golf Club,Oriskany Falls,NY,9942,"Barker Brook Golf Club, Oriskany Falls, NY",3778
"Barracks GC, The","Barracks GC, The",Plattsburgh,NY,9943,"Barracks GC, The, Plattsburgh, NY",3792
Bartlett C C,Bartlett C C,Olean,NY,9944,"Bartlett C C, Olean, NY",9314
Batavia Country Club,Batavia Country Club,Batavia,NY,9945,"Batavia Country Club, Batavia, NY",3315
Bath Country Club,Bath Country Club,Bath,NY,9946,"Bath Country Club, Bath, NY",3879
Battle Island State Golf Course,Battle Island State Golf Course,Fulton,NY,9947,"Battle Island State Golf Course, Fulton, NY",3721
Bay Breeze Links,Bay Breeze Links,Chaumont,NY,9948,"Bay Breeze Links, Chaumont, NY",3816
Beaver Island Golf Course,Beaver Island Golf Course,Grand Island,NY,9949,"Beaver Island Golf Course, Grand Island, NY",9352
Beaver Meadows Golf Club,Beaver Meadows Golf Club,Phoenix,NY,9950,"Beaver Meadows Golf Club, Phoenix, NY",3737
Bedford Golf & Tennis Club,Bedford Golf & Tennis Club,Bedford,NY,9951,"Bedford Golf & Tennis Club, Bedford, NY",6684
Beekman Golf Course,Beekman Golf Course - Highland,Hopewell Junction,NY,9952,"Beekman Golf Course - Highland, Hopewell Junction, NY",14173
Beekman Golf Course,Beekman Golf Course - Highland-Valley,Hopewell Junction,NY,9953,"Beekman Golf Course - Highland-Valley, Hopewell Junction, NY",14181
Beekman Golf Course,Beekman Golf Course - Taconic,Hopewell Junction,NY,9954,"Beekman Golf Course - Taconic, Hopewell Junction, NY",14176
Beekman Golf Course,Beekman Golf Course - Taconic-Highland,Hopewell Junction,NY,9955,"Beekman Golf Course - Taconic-Highland, Hopewell Junction, NY",14183
Beekman Golf Course,Beekman Golf Course - Valley,Hopewell Junction,NY,9956,"Beekman Golf Course - Valley, Hopewell Junction, NY",14174
Beekman Golf Course,Beekman Golf Course - Valley-Taconic,Hopewell Junction,NY,9957,"Beekman Golf Course - Valley-Taconic, Hopewell Junction, NY",14182
Bellevue Country Club,Bellevue Country Club,Syracuse,NY,9958,"Bellevue Country Club, Syracuse, NY",3733
Bellport Country Club,Bellport Country Club,Bellport,NY,9959,"Bellport Country Club, Bellport, NY",6852
Bend of the River GC,Bend of the River GC,Hadley,NY,9960,"Bend of the River GC, Hadley, NY",3840
Bergen Point Golf Club,Bergen Point Golf Club,West Babylon,NY,9961,"Bergen Point Golf Club, West Babylon, NY",6678
Bethpage State Park,Bethpage State Park,Farmingdale,NY,9962,"Bethpage State Park, Farmingdale, NY",24068
Bethpage State Park,Bethpage State Park - Black,Farmingdale,NY,9963,"Bethpage State Park - Black, Farmingdale, NY",14914
Bethpage State Park,Bethpage State Park - Blue,Farmingdale,NY,9964,"Bethpage State Park - Blue, Farmingdale, NY",14918
Bethpage State Park,Bethpage State Park - Green,Farmingdale,NY,9965,"Bethpage State Park - Green, Farmingdale, NY",14917
Bethpage State Park,Bethpage State Park - Red,Farmingdale,NY,9966,"Bethpage State Park - Red, Farmingdale, NY",14916
Bethpage State Park,Bethpage State Park - Yellow,Farmingdale,NY,9967,"Bethpage State Park - Yellow, Farmingdale, NY",14915
Big Oak Golf Course,Big Oak Golf Course,Geneva,NY,9968,"Big Oak Golf Course, Geneva, NY",3846
Binghamton Country Club,Binghamton Country Club,Endwell,NY,9969,"Binghamton Country Club, Endwell, NY",3805
Birch Run Golf Club,Birch Run Golf Club,Allegany,NY,9970,"Birch Run Golf Club, Allegany, NY",9299
Blackhead Mountain Lodge & CC,Blackhead Mountain Lodge & CC,Round Top,NY,9971,"Blackhead Mountain Lodge & CC, Round Top, NY",3884
Blind Brook Club,Blind Brook Club,Purchase,NY,9972,"Blind Brook Club, Purchase, NY",6883
Blue Hill Golf Course,Blue Hill Golf Course - Average,Pearl River,NY,9973,"Blue Hill Golf Course - Average, Pearl River, NY",20653
Blue Hill Golf Course,Blue Hill Golf Course - Lakeside,Pearl River,NY,9974,"Blue Hill Golf Course - Lakeside, Pearl River, NY",24200
Blue Hill Golf Course,Blue Hill Golf Course - Lakeside/Pines,Pearl River,NY,9975,"Blue Hill Golf Course - Lakeside/Pines, Pearl River, NY",6642
Blue Hill Golf Course,Blue Hill Golf Course - Pines,Pearl River,NY,9976,"Blue Hill Golf Course - Pines, Pearl River, NY",24201
Blue Hill Golf Course,Blue Hill Golf Course - Pines/Woodlands,Pearl River,NY,9977,"Blue Hill Golf Course - Pines/Woodlands, Pearl River, NY",6643
Blue Hill Golf Course,Blue Hill Golf Course - Woodlands,Pearl River,NY,9978,"Blue Hill Golf Course - Woodlands, Pearl River, NY",24202
Blue Hill Golf Course,Blue Hill Golf Course - Woodlands/Lakeside,Pearl River,NY,9979,"Blue Hill Golf Course - Woodlands/Lakeside, Pearl River, NY",6644
Bluff Point Golf Resort,Bluff Point Golf Resort,Plattsburgh,NY,9980,"Bluff Point Golf Resort, Plattsburgh, NY",3711
Bolivar Golf Club,Bolivar Golf Club,Bolivar,NY,9981,"Bolivar Golf Club, Bolivar, NY",3882
Bonavista State GC,Bonavista State GC,Ovid,NY,9982,"Bonavista State GC, Ovid, NY",3794
Bonnie Briar Country Club,Bonnie Briar Country Club,Larchmont,NY,9983,"Bonnie Briar Country Club, Larchmont, NY",6722
Brae Burn Country Club,Brae Burn Country Club,Purchase,NY,9984,"Brae Burn Country Club, Purchase, NY",6636
Brae Burn Golf Course,Brae Burn Golf Course,Dansville,NY,9985,"Brae Burn Golf Course, Dansville, NY",3296
Braemar Country Club,Braemar Country Club,Spencerport,NY,9986,"Braemar Country Club, Spencerport, NY",3320
Breezewood Links,Breezewood Links,Falconer,NY,9987,"Breezewood Links, Falconer, NY",9312
Brentwood Country Club,Brentwood Country Club,Brentwood,NY,9988,"Brentwood Country Club, Brentwood, NY",6845
Bretton Woods Golf Club,Bretton Woods Golf Club,Coram,NY,9989,"Bretton Woods Golf Club, Coram, NY",13758
Bridgehampton Club,Bridgehampton Club,Bridgehampton,NY,9990,"Bridgehampton Club, Bridgehampton, NY",13765
Brierwood Country Club,Brierwood Country Club,Hamburg,NY,9991,"Brierwood Country Club, Hamburg, NY",23702
Brighton Park,Brighton Park,Tonawanda,NY,9992,"Brighton Park, Tonawanda, NY",9331
Bristol Harbour Golf Club,Bristol Harbour Golf Club,Canandaigua,NY,9993,"Bristol Harbour Golf Club, Canandaigua, NY",3361
